siret_txt,siret,société,nom_historique,naf732,secteur,activité_naf_détaillée_(insee),enseigne,année_de_création_de_létablissement,commune,code_commune_insee,epci,effectifs_2024,date_de_mise_à_jour_des_effectifs,segmentation,sport-montagne,sportdomaine,cleantech,sante,santedomaine,energie,energiedomaine,numerique,num_domaine,chimie,chimiedomaine
39939558100032,39939558-00032,STMICROELECTRONICS CROLLES 2 SAS,STMICROELECTRONICS CROLLES 2,2611Z,Industrie,Composants et cartes électroniques,,2004,CROLLES,38140.0,CC Le Grésivaudan,3000.0,2023-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
'05650171100115,0565017-00115,BECTON DICKINSON FRANCE,BDPHARMA.FR * BECTON DICKINSON France,3250A,Industrie,"Matériel médical, instruments scientifiques et appareils de mesure",,1969,LE PONT DE CLAIX,38317.0,Grenoble-Alpes-Métropole,1950.0,2024-12-31 00:00:00,1.0,0.0,,0.0,1.0,Drug Delivery System (DDS),0.0,,0.0,,0.0,
34145938600171,34145938-00171,STMICROELECTRONICS SA,STMICROELECTRONICS CROLLES 1 ex SGS THOMSON,2611Z,Industrie,Composants et cartes électroniques,STMICROELECTRONICS,1993,CROLLES,38140.0,CC Le Grésivaudan,1750.0,2023-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
50494133700017,50494133-00017,STMICROELECTRONICS GRENOBLE 2 SAS,STMICROELECTRONICS 210611E ex 036854N  2 éts  036854N+072464V (ex 805017)  ex  SGS THOMSON ex THOMSON,7219Z,Services aux entreprises,Recherche-développement,,1969,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,1708.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,Pharmacie,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
38471190900034,38471190-00034,SOITEC,SOITEC,2611Z,Industrie,Composants et cartes électroniques,,1993,BERNIN,38039.0,CC Le Grésivaudan,1677.0,2024-09-17 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
42110670900254,42110670-00254,SCHNEIDER ELECTRIC IntenCity,SCHNEIDER ELECTRIC FRANCE,2712Z,Industrie,Matériel électrique,INTENCITY,,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,1537.0,2024-12-31 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Gestion de l'énergie / Matériel électrique,1.0,Electronique,0.0,
95450343901669,95450343-01669,SCHNEIDER ELECTRIC TechnoPole,SCHNEIDER ELECTRIC INDUSTRIES ELECTROPOLE 195107C,2712Z,Industrie,Matériel électrique,ELECTROPOLE,2006,EYBENS,38158.0,Grenoble-Alpes-Métropole,1230.0,2024-12-31 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Gestion de l'énergie / Matériel électrique,1.0,Electronique,0.0,
71200966100075,71200966-00075,AIR LIQUIDE ADVANCED TECHNOLOGIES,AIR LIQUIDE ADVANCED Business & TECHNOLOGIES ex DTA + AXANE,2825Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,1969,SASSENAGE,38474.0,Grenoble-Alpes-Métropole,1160.0,2024-12-31 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Hydrogène / Pile à combustible / Batteries,0.0,,1.0,Chimie minérale
33483570900034,33483570-00034,LYNRED,SOFRADIR,2611Z,Industrie,Composants et cartes électroniques,,1987,VEUREY VOROIZE,38540.0,Grenoble-Alpes-Métropole,1012.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
95450343900612,95450343-00612,SCHNEIDER ELECTRIC TechnoCentre,SCHNEIDER ELECTRIC 2 éts (218132E+180621G Technopole Polytec rue Henri Tarze+1 autre éts ) ex  038462L+053942M+180621G+ 180619E  éts divers Grenoble + rue Villard de Lans,2712Z,Industrie,Matériel électrique,TECHNOPOLE,1969,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,953.0,2024-12-31 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Gestion de l'énergie / Matériel électrique,1.0,Electronique,0.0,
47976684200385,47976684-00385,CAPGEMINI TECHNOLOGY SERVICES,CAPGEMINI TECHNOLOGY SERVICES ex CAPGEMINI EST EX 056006F EX CAPGEMINI ERNST ET YOUNG France DIV.RHONE ALPES,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,1976,MONTBONNOT SAINT MARTIN,38249.0,CC Le Grésivaudan,860.0,2024-09-17 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
'06150024500024,0615002-00024,CATERPILLAR FRANCE SAS,CATERPILLAR France 3/3 voir (Cater Naf 748K) (995 en oct 2010),2892Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,1969,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,668.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
38048476600031,38048476-00031,ROCHE DIAGNOSTICS FRANCE,ROCHE DIAGNOSTICS + ROCHE DIABETES CARE France ex ROCHE DIAGNOSTICS FRANCE (Suisse) ex BOEHRINGER MANNHEIM,4646Z,Services aux entreprises,Commerce de gros,,1980,MEYLAN,38229.0,Grenoble-Alpes-Métropole,650.0,2024-01-01 00:00:00,1.0,0.0,,0.0,1.0,Diagnostic,0.0,,0.0,,0.0,
'06150024500016,0615002-00016,CATERPILLAR FRANCE SAS,CATERPILLAR France 1/3 (voir Naf 748K) (877 sal en oct 2010),2892Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,1969,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,601.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
51385265700016,51385265-00016,HARDIS GROUP,HARDIS GROUPE ex HARDIS PROGICIEL fusion avec Hardis International,6201Z,Services aux entreprises,"Informatique : ESN, logiciels, Data",,1984,SEYSSINET PARISET,38485.0,Grenoble-Alpes-Métropole,600.0,2024-12-17 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
88804779200039,88804779-00039,VERKOR,verkor,2720Z,Industrie,Matériel électrique,,2020,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,600.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,1.0,,0.0,,0.0,
50494092500010,50494092-00010,STMICROELECTRONICS ALPS SAS,STMICROELECTRONICS ex ST ERICSSON EX STMICROELECTRONICS WIRELESS ERICSSON,7219Z,Services aux entreprises,Recherche-développement,,2009,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,552.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
44869413300175,44869413-00175,HP FRANCE SAS (Y SPOT),HP Inc eff issu de HP,4651Z,Services aux entreprises,Commerce de gros,,2022,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,530.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
35294843400035,35294843-00035,ARAYMOND FRANCE,A.RAYMOND - ARAYMOND - A RAYMOND,2599B,Industrie,"Métallurgie, travail des métaux, usinage",RG,1969,SAINT EGREVE,38382.0,Grenoble-Alpes-Métropole,528.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
77955588700024,77955588-00024,ILL INSTITUT MAX VON PAUL LAUE LANGEVIN,ILL INSTITUT MAX VON PAUL LAUE LANGEVIN,7219Z,Services aux entreprises,Recherche-développement,,1969,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,527.0,2024-09-13 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
42145405900047,42145405-00047,MINITUBES,MINITUBES PIÈCES TSF EX RENODEX 1490,2420Z,Industrie,"Métallurgie, travail des métaux, usinage",,1969,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,527.0,2024-01-01 00:00:00,1.0,0.0,,0.0,1.0,Equipement médical et instrumentation,0.0,,0.0,,0.0,
32794890700099,32794890-00099,GE HYDRO FRANCE,General Electric Renewable Energy ex ALSTOM HYDRO France ex ALSTOM POWER HYDRO 029661V ex ABB ALSTOM POWER ex ALSTOM HYDRO ex NEYRPIC - Power Systems Hydro,2811Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,1969,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,484.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,1.0,Hydraulique / Hydroélectricité,0.0,,0.0,
'05550190200039,0555019-00039,POMA,POMAGALSKI,2822Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,1978,VOREPPE,38565.0,CA du Pays Voironnais,468.0,2024-01-01 00:00:00,1.0,1.0,Montagne,0.0,0.0,,0.0,,0.0,,0.0,
70204275500240,70204275-00240,CGI FRANCE,CGI France ex LOGICA IT SERVICES France,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,1992,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,450.0,2024-09-12 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
18008904700070,18008904-00070,INRIA INST NATIONAL RECHERCHE INFORM AUTOM,INRIA INST NATIONAL RECHERCHE INFORM AUTOM,7219Z,Services aux entreprises,Recherche-développement,,2006,MONTBONNOT SAINT MARTIN,38249.0,CC Le Grésivaudan,450.0,2023-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
40872028200016,40872028-00016,FRESENIUS VIAL,FRESENIUS VIAL ex BECTON DICKINSON VIAL,2660Z,Industrie,"Matériel médical, instruments scientifiques et appareils de mesure",,1971,BREZINS,38058.0,CC Bièvre Isère,449.0,2024-01-01 00:00:00,1.0,0.0,,0.0,1.0,Equipement médical et instrumentation,0.0,,0.0,,0.0,
38012986616440,38012986-16440,ORANGE,ORANGE LABS (MEYLAN),6110Z,Services marchands à la population,Poste et télécommunications,ORANGE LABS,1977,MEYLAN,38229.0,Grenoble-Alpes-Métropole,500.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
37904139500201,37904139-00201,FRAMATOME,FRAMATOME GRENOBLE ex ROLLS ROYCE CIVIL NUCLEAR (1/4) EX OSYS OPTIMIZED SYSTEMS ET SOLUTIONS EX DATA SYSTEMS ET SOLUTIONS EX   SCHNEIDER ELECTRIC 049009A M3,2530Z,Industrie,,,1982,MEYLAN,38229.0,Grenoble-Alpes-Métropole,641.0,2024-12-31 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Gestion de l'énergie ; Matériel électrique,1.0,Electronique,0.0,
41119504300012,41119504-00012,TRIXELL,TRIXELL - THALES Domaine Radiologie,2660Z,Industrie,"Matériel médical, instruments scientifiques et appareils de mesure",,1998,MOIRANS,38239.0,CA du Pays Voironnais,420.0,2023-12-31 00:00:00,2.0,0.0,,0.0,1.0,Equipement médical et instrumentation,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
51770336900051,51770336-00051,ALTEN - WORLDGRID FRANCE SAS  ex atos,ex ATOS WORLDGRID ex ATOS ORIGIN INTEGRATION + ATOS WORLDGRID 177591N+249851G ex SCHLUMBERGER SEMA GROUP  036308V ex 495964ex CERCI,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,1979,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,416.0,2024-12-31 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Gestion de l'énergie ; Production/distribution,1.0,Informatique & Logiciels,0.0,
34147065600099,34147065-00099,TELEDYNE E2V SEMICONDUCTORS SAS,TELEDYNE E2V ex E2V SEMICONDUCTORS ex ATMEL GRENOBLE SA  ex  THOMSON TCS,2611Z,Industrie,Composants et cartes électroniques,,1969,SAINT EGREVE,38382.0,Grenoble-Alpes-Métropole,410.0,2024-02-12 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
44418788400044,44418788-00044,VENCOREX FRANCE,VENCOREX EX PERSTORP (yc Spiral et Chloralp) 191713N ex RHODIA OPERATIONS ex RHODIA INTERMEDIAIRES ex RHONE POULENC,2013B,Industrie,Chimie,VENCOREX CHEMICALS,1969,LE PONT DE CLAIX,38317.0,Grenoble-Alpes-Métropole,396.0,2024-09-17 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,0.0,,1.0,Chimie minérale
33374856400015,33374856-00015,BRIOCHE PASQUIER CHARANCIEU,PASQUIER  BRIOCHE ALPES,1071A,Industrie,Industries agroalimentaires,,1987,CHARANCIEU,38080.0,CA du Pays Voironnais,395.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
44452352600986,44452352-00986,ARTELIA,ARTELIA VILLE ET TRANSPORT,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2002,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,312.0,2024-12-31 00:00:00,1.0,0.0,,1.0,0.0,,0.0,,0.0,,0.0,
84484409200081,84484409-00081,ECONOCOM WORKPLACE INFRA INNOVATION,,6203Z,Services aux entreprises,"Informatique : ESN, logiciels, Data",,2019,SAINT MARTIN LE VINOUX,38423.0,Grenoble-Alpes-Métropole,382.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
82465234100028,82465234-00028,ARAYMOND FLUID CONNECTION FRANCE,ARAYMOND FLUID CONNECTION France,2932Z,Industrie,Equipement automobile et matériel de transport,,,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,370.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
55212498400048,55212498-00048,RADIALL,RADIALL  ROLYZ,2733Z,Industrie,Matériel électrique,,1978,VOREPPE,38565.0,CA du Pays Voironnais,369.0,2024-01-01 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Matériel électrique,1.0,Electronique,0.0,
65203185701218,65203185-01218,HEWLETT-PACKARD France (DXC TECHNOLOGY,HP HEWLETT PACKARD France ex COMPAQ COMPUTER France,4666Z,Services aux entreprises,Commerce de gros,,2003,EYBENS,38158.0,Grenoble-Alpes-Métropole,365.0,2025-04-22 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
34326262215113,34326262-15113,LIDL,LIDL,5210A,Services aux entreprises,"Entreposage, manutention, conditionnement",,2009,PONTCHARRA,38314.0,CC Le Grésivaudan,362.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
31963279000188,31963279-00188,ARKEMA FRANCE,ARKEMA ex ATOFINA ex  ELF ATOCHEM Jarrie,2013B,Industrie,Chimie,,1969,JARRIE,38200.0,Grenoble-Alpes-Métropole,358.0,2024-09-17 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,0.0,,1.0,Chimie minérale
'05650295800095,0565029-00095,SKIS ROSSIGNOL - CLUB ROSSIGNOL,ROSSIGNOL Skis   ex 025496S,4649Z,Services aux entreprises,Commerce de gros,,1969,SAINT JEAN DE MOIRANS,38400.0,CA du Pays Voironnais,357.0,2024-01-01 00:00:00,1.0,1.0,Sport,0.0,0.0,,0.0,,0.0,,0.0,
78159675400049,78159675-00049,AVERY DENNISON MATERIALS FRANCE,AVERY DENNISON ROLL MATERIALS EUROPE 1/2 (ex FASSON ROLL),1712Z,Industrie,Bois Papier Carton,FASSON ROLL DIVISION EUROPE,1975,CHAMP SUR DRAC,38071.0,Grenoble-Alpes-Métropole,341.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
47896917300044,47896917-00044,ECM TECHNOLOGIES,ECM TECHNOLOGIES ex 025252C RJ nov 08  Etudes et Constructions INFRAFOURS PHYSITHERM,2821Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,1969,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,340.0,2024-12-17 00:00:00,1.0,0.0,,0.0,0.0,,1.0,Photovotaique,0.0,,0.0,
85406839200018,85406839-00018,MASTER GRID,,2712Z,Industrie,Matériel électrique,MasterGrid,,Grenoble,38185.0,Grenoble-Alpes-Métropole,330.0,2024-06-20 00:00:00,1.0,0.0,,0.0,0.0,,1.0,,0.0,,0.0,
'05750459900077,0575045-00077,TEISSEIRE-FRANCE SAS,TEISSEIRE France,1107B,Industrie,Industries agroalimentaires,,1976,CROLLES,38140.0,CC Le Grésivaudan,327.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
85480074501307,85480074-01307,AXIMA CONCEPT,ENGIE AXIMA CONCEPT ex OMEGA CONCEPT EX  LSQ  LOMBARD ET ST QUENTIN,4322B,Construction,"Travaux d'installation (électricité, plomberie, isolation, ascenseurs)",ENGIE AXIMA,1980,JARRIE,38200.0,Grenoble-Alpes-Métropole,340.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
42110670900262,42110670-00262,SCHNEIDER ELECTRIC FRANCE,SCHNEIDER ELECTRIC INDUSTRIES 071803B Rue de la grande batie,2712Z,Industrie,Matériel électrique,,2001,MOIRANS,38239.0,CA du Pays Voironnais,325.0,2024-01-01 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Gestion de l'énergie / Matériel électrique,1.0,Electronique,0.0,
64205873903866,64205873-03866,BULL SAS (ATOS),BULL ATOS TECHNOLOGIES ex BULL ex SEMS,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,1970,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,232.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
38838164200015,38838164-00015,PETZL DISTRIBUTION,PETZL (1/4),3230Z,Industrie,"Industries diverses (électroménager, articles de sport, meubles, bijoux, etc.)",,1974,CROLLES,38140.0,CC Le Grésivaudan,310.0,2024-01-01 00:00:00,1.0,1.0,Sport,0.0,0.0,,0.0,,0.0,,0.0,
38512486200108,38512486-00108,APPLIED MATERIALS FRANCE,APPLIED MATERIALS France,4652Z,Services aux entreprises,Commerce de gros,,1995,BERNIN,38039.0,CC Le Grésivaudan,308.0,2024-11-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
37904139500060,37904139-00060,FRAMATOME,FRAMATOME ex AREVA ex CEZUS CHIMIE,2445Z,Industrie,"Métallurgie, travail des métaux, usinage",,1982,JARRIE,38200.0,Grenoble-Alpes-Métropole,302.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,0.0,,1.0,Parachimie
67362039900133,67362039-00133,BIOMERIEUX,BIOMERIEUX ex APIBIO 075767K,7211Z,Services aux entreprises,Recherche-développement,,2002,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,300.0,2024-01-01 00:00:00,1.0,0.0,,0.0,1.0,Diagnostic,0.0,,0.0,,0.0,
38103128500160,38103128-00160,OPEN,OPEN ex TEAMLOG (absorbe INCOM) - GPE,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,1992,MONTBONNOT SAINT MARTIN,38249.0,CC Le Grésivaudan,253.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
52500980900035,52500980-00035,BECTON DICKINSON EUROPE HOLDINGS,BECTON DICKINSON EUROPE HOLDINGS,7010Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,,EYBENS,38320.0,,285.0,2024-09-19 00:00:00,1.0,0.0,,0.0,1.0,,0.0,,0.0,,0.0,
33298995300028,33298995-00028,ATRALTECH,HAGER SECURITY ex ATRAL,2630Z,Industrie,"Matériel informatique, produits électroniques",,1986,CROLLES,38140.0,CC Le Grésivaudan,280.0,2024-09-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Electronique,0.0,
34836641000036,34836641-00036,C-TEC CONSTELLIUM TECHNOLOGY CENTER,CONSTELLIUM C-TEC ex CONSTELLIUM CRV Services ex ALCAN CRV SERVICES ex PECHINEY Centre de recherche,7219Z,Services aux entreprises,Recherche-développement,CONSTELLIUM CRV,1969,VOREPPE,38565.0,CA du Pays Voironnais,270.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
05650224801131,05650224-01131,SAMSE,SAMSE siège social,4673A,Services aux entreprises,Commerce de gros,,1969,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,334.0,2024-12-31 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
'05950043900027,0595004-00027,ALFA LAVAL VICARB,ALFA LAVAL VICARB,2825Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,1985,FONTANIL CORNILLON,38170.0,Grenoble-Alpes-Métropole,250.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,1.0,Hydrogène,0.0,,0.0,
41385192400022,41385192-00022,CORYS,CORYS TESS (TRACTEBEL),6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,1990,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,250.0,2025-05-05 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
48989582100028,48989582-00028,SPARTOO,SPARTOO,4791B,Services aux entreprises,"Informatique : ESN, logiciels, Data",,2006,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,250.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
'07050127500047,0705012-00047,STRYKER - TORNIER 1/6,,3250A,Industrie,"Matériel médical, instruments scientifiques et appareils de mesure",,,MONTBONNOT SAINT MARTIN,38249.0,CC Le Grésivaudan,246.0,2020-05-01 00:00:00,1.0,0.0,,0.0,1.0,,0.0,,0.0,,0.0,
42808370300069,42808370-00069,PHOTOWEB,PHOTOWEB 2 éts,4791B,Services aux entreprises,"Informatique : ESN, logiciels, Data",E.PRINT.FR - PRINTWEB.FR,2001,SAINT EGREVE,38382.0,Grenoble-Alpes-Métropole,240.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
42867712400318,42867712-00318,THALES SERVICES NUMERIQUES SAS,THALES SERVICES ex THALES INFORMATION SYSTEMS 070852S Ex 686301ex SYSECA Logiciel ex 170291 ex 185182P,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",AGENCE DE GRENOBLE,1986,MONTBONNOT SAINT MARTIN,38249.0,CC Le Grésivaudan,257.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
33199594400047,33199594-00047,GEG GAZ ELECTRICITE DE GRENOBLE,GEG GRENOBLE,3513Z,Energie,"Electricité, gaz, vapeur (production, distribution)",GEG,1985,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,232.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,1.0,Gestion de l'énergie / Matériel électrique,0.0,,0.0,
95880877601998,95880877-01998,INTERSPORT -  GO SPORT,Intersport - GROUPE GO SPORT,7010Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,1984,SASSENAGE,38474.0,Grenoble-Alpes-Métropole,232.0,2020-06-01 00:00:00,1.0,1.0,Sport,0.0,0.0,,0.0,,0.0,,0.0,
34838177300046,34838177-00046,CETUP - COMPAGNIE EUROPEENNE DE TRANSPORTS UNIQUES PERSONNALISES,CETUP CIE EUROP TRANSPORTS URGENTS PERSONNALISES ex ALPES COURSES,4941B,Services aux entreprises,Transport de marchandises,,1989,SAINT JEAN DE MOIRANS,38400.0,CA du Pays Voironnais,113.0,2024-12-31 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
'06050229100028,0605022-00028,COMPAGNIE DE CHAUFFAGE INTERCOMMUNALE DE L'AGGLOMERATION GRENOBLOISE CC,,3530Z,Energie,"Electricité, gaz, vapeur (production, distribution)",,,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,227.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,1.0,Production/distribution,0.0,,0.0,
83418674400035,83418674-00035,RIO TINTO ALUMINIUM PECHINEY,,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,,VOREPPE,38565.0,CA du Pays Voironnais,133.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
53793430900031,53793430-00031,CEGELEC CEM SAS (VINCI ENERGIES)---> vont partir de Montbonnot,VINCI ENERGIES CEGELEC CEM 196635N ex ALSTOM SERVICES ex 462055 ex GEC ALSTHOM SYSTEMES 078022L,7490B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,1996,MONTBONNOT SAINT MARTIN,38249.0,CC Le Grésivaudan,246.0,2024-12-31 00:00:00,2.0,0.0,,0.0,0.0,,1.0,Matériel électrique ; Bureaux d'études,1.0,Informatique & Logiciels,0.0,
57205168800289,57205168-00289,SAMES KREMLIN,SAMES KREMLIN ex SAMES TECHNOLOGIES ex SAMES ex  89796,2829B,Industrie,"Machines et équipements (fabrication, installation, réparation)",,1969,MEYLAN,38229.0,Grenoble-Alpes-Métropole,252.0,2024-12-31 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
83361910900014,83361910-00014,GREENALP,filiale de GEG,3513Z,Energie,"Electricité, gaz, vapeur (production, distribution)",,,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,215.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,1.0,Production/distribution,0.0,,0.0,
53745598200026,53745598-00026,ALEDIA,ALEDIA ex HelioDEL,7219Z,Services aux entreprises,Recherche-développement,,2011,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,211.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
50430846100020,50430846-00020,TESSI SERVICES,TESSI ex 027487G ex  CACG ex   803057,6920Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,1972,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,210.0,2024-09-05 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
32027839300022,32027839-00022,SIGEDI,SIGED-I (Eco productive),3311Z,Industrie,"Métallurgie, travail des métaux, usinage",,1983,CORPS,38128.0,CC de la Matheysine,209.0,2024-01-01 00:00:00,2.0,0.0,,0.0,0.0,,1.0,,0.0,,0.0,
80204477600101,80204477-00101,ARTELIA HOLDING,ARTELIA HOLDING,7010Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,2014,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,120.0,2024-12-31 00:00:00,1.0,0.0,,1.0,0.0,,0.0,,0.0,,0.0,
33140774200013,33140774-00013,COVIDIEN MANUFACTURING GRENOBLE (MEDTRONIC ),MEDTRONIC COVIDIEN MANUFACTURING GRENOBLE EX TYCO HEALTHCARE GRENOBLE ex SHERWOOD DAVIS § GECK NEEDLES ex RENODEX sutures,3250A,Industrie,"Matériel médical, instruments scientifiques et appareils de mesure",MEDTRONIC,1984,LE PONT DE CLAIX,38317.0,Grenoble-Alpes-Métropole,205.0,2024-01-01 00:00:00,1.0,0.0,,0.0,1.0,Equipement médical et instrumentation,0.0,,0.0,,0.0,
